MERCHANT_CATEGORIZED_AT,MERCHANT_NAME,MERCHANT_CATEGORIZED_AS,PURCHASE_VALUE,PURCHASED_AT,IS_PURCHASE_PAID_VIA_MPESA_SEND_MONEY,USER_AGE,USER_GENDER,USER_HOUSEHOLD,USER_INCOME,USER_ID,Transaction_ID
,ANTHONY NDONYE MUSILI,,520,2022-04-08 14:28:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_z4qadett
,PROGRESSIVE CREDIT LTD,,600,2022-04-09 15:57:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_ziyput2p
,SAFARICOM LIMITED,,10,2022-04-09 05:08:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_o4gjijlt
,SHELL KARIOKOR SERVICE STATION,,200,2022-04-22 16:54:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_pgtdn7mm
,SAFARICOM OFFERS  TUNUKIWA,,20,2022-03-30 07:27:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_ifd2ibaa
,LUCY ANGAGA AWINJA,,60,2022-04-07 19:25:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_vllo9qou
,INFINITE SERVICE STATION,,800,2022-04-06 16:07:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_lvl577mc
,INFINITE SHELL KAHAWA-FORECOURT,,400,2022-04-21 10:48:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_ejbfa07v
,SAFARICOM LIMITED,,20,2022-04-05 06:45:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_wotfir0x
,SAFARICOM LIMITED,,10,2022-03-29 18:03:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_1z31bsl1
,SHELL NEW RUIRU,,900,2022-04-09 16:12:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_t7sut897
,TOTAL ENERGIES KILELESHWA-LEMPIRAS LIMITED,,400,2022-04-20 14:18:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_454l0jmc
,PROGRESSIVE CREDIT LTD,,15000,2022-04-05 12:05:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_3yyts9sz
,SAFARICOM LIMITED,,10,2022-03-28 06:02:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_npadipkg
,PROGRESSIVE CREDIT LIMITED,,600,2022-04-21 13:55:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_ta3x4n9h
,PROGRESSIVE CREDIT LTD,,600,2022-04-18 16:29:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_g0b9poab
,JACOB MOGIRE,,985,2022-03-21 18:38:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_7qqpcv6i
,SAFARICOM LIMITED,,10,2022-04-19 18:45:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_6wu3d1ue
,LUCKY MORAA,,1150,2022-03-11 09:47:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_qbjc95ob
,SALMA GENERAL,,400,2022-04-25 10:52:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_r2vk3j1a
,REJAREJA,,100,2022-04-25 17:46:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_uerj18yb
,REJAREJA,,30,2022-04-18 08:32:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_m4grpoep
,CHRISTINE WANJIKU KAMAU,,200,2022-04-19 12:20:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_53jlzddj
,SAFARICOM LIMITED,,10,2022-04-03 17:22:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_f9uo9dph
,JACOB MOGIRE,,200,2022-04-22 09:57:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_gol7h9ju
,SAFARICOM OFFERS  TUNUKIWA,,20,2022-04-05 06:30:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_0ma81to3
,REJAREJA,,200,2022-04-23 22:06:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_c0lcncjh
,JACOB MOGIRE,,200,2022-04-22 06:04:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_6vqogsze
,CELLULANT KENYA LIMITED -TINGG CELLULANT  BOLT -,,46,2022-04-20 10:20:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_99xqhbgn
,MIDAX PETROLEUM LTD - SHELL GARDEN CITY 2,,600,2022-04-25 15:28:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_ikkw9ek3
,TERESAH WANJIRU GICHURE,,25,2022-03-11 08:35:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_w4uatbjw
,JACOB MOGIRE,,200,2022-04-22 06:03:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_fft3cxy6
,SAFARICOM LIMITED,,10,2022-03-29 07:03:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_f8qjnp8b
,JACOB MOGIRE,,450,2022-04-21 06:28:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_ihs4gsfl
,PAUL CHEGE MAINGI VIA COOP BANK,,95,2022-04-09 17:58:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_83dstaqq
,PROGRESSIVE CREDIT LTD,,600,2022-04-07 15:37:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_cb10a4vg
,SAFARICOM OFFERS  TUNUKIWA,,20,2022-04-05 11:30:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_3j2edafe
,SAFARICOM OFFERS  TUNUKIWA,,100,2022-04-02 07:02:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_6amk2iiv
,PROGRESSIVE CREDIT LTD,,600,2022-04-17 11:16:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_hqktb186
,SAFARICOM OFFERS  TUNUKIWA,,20,2022-03-29 05:45:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_508zxfwz
,SAFARICOM LIMITED,,10,2022-03-30 05:26:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_tpnq0620
,SAFARICOM LIMITED,,10,2022-04-09 07:28:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_4450ytvx
,PROGRESSIVE CREDIT LIMITED,,600,2022-04-22 14:46:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_u1hr5l9q
,MUTINDWA GROCERY 5,,320,2022-03-09 08:48:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_q17hjkje
,JACOB MOGIRE,,80,2022-04-22 06:05:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_3vw5du1e
,TOTAL SERVICE STATION CHOKAA,,400,2022-04-19 15:11:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_7ukdyhuo
,SAFARICOM LIMITED,,10,2022-04-03 19:13:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_zuaq44bm
,ESTHER WARUGURU WANJAU,,105,2022-04-02 17:14:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_oga3oqpu
,PROGRESSIVE CREDIT LIMITED,,600,2022-04-20 12:16:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_9k0zxstn
,JACOB MOGIRE,,200,2022-04-22 09:58:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_4r7yqlej
,PROGRESSIVE CREDIT LTD,,3000,2022-04-12 19:13:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_d0rju8vg
,CELLULANT KENYA LIMITED -TINGG CELLULANT  BOLT -,,12,2022-04-18 07:32:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_yv8sfxef
,SAFARICOM LIMITED,,10,2022-04-05 05:13:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_6642ccro
,JACOB MOGIRE,,50,2022-03-21 18:26:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_2urqq9h3
,SAFARICOM OFFERS  TUNUKIWA,,20,2022-04-04 09:32:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_8l471n35
,PROGRESSIVE CREDIT LIMITED,,600,2022-04-19 11:12:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_vrps755b
,CELLULANT KENYA LIMITED -TINGG CELLULANT  BOLT -,,20,2022-04-20 12:11:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_efncrw4t
,CELLULANT KENYA LIMITED -TINGG CELLULANT  BOLT -,,56,2022-04-20 15:07:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_quyzc3xn
,INFINITE SERVICE STATION,,500,2022-04-20 05:58:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_i3gopskg
,JACOB MOGIRE,,140,2022-04-24 09:46:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_ob9eko8j
,SAFARICOM OFFERS  TUNUKIWA,,20,2022-04-03 07:29:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_n7f6ncj9
,JACOB MOGIRE,,125,2022-02-24 13:09:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_pg7n3khh
,PROGRESSIVE CREDIT LTD,,1000,2022-04-14 12:25:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_scu12jbv
,RUBIS PANGANI,,300,2022-04-25 03:07:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_tpa5g2yn
,SAFARICOM LIMITED,,10,2022-04-04 07:33:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_x310mw57
,KAHAWA SUKARI SDA CHURCH  TITHE OFFERING,,320,2022-04-23 09:54:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_k7jivi3b
,SHELL EASTERN BYPASS SERVICE STATION,,300,2022-04-18 07:01:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_k8hh94r0
,INFINITE SERVICE STATION,,500,2022-04-08 11:34:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_jydlveu6
,SAFARICOM LIMITED,,10,2022-04-03 10:49:00+00,False,,Male,8,30000,ID_QIBWKFP0,ID_ce2iff29
,ALTA XISTA,,200,2022-06-05 12:29:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_e408u8ai
,RUJO WINES AND SPIRIT,,220,2022-03-24 09:41:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ez4d6tqp
,VEEW OIL 2,,300,2022-05-15 07:31:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_yo4rmqwa
,NAIROBI CITY COUNTY NATIONAL BANK REVENUE ACCOUNT  SUNKEN,,50,2022-05-06 09:28:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_1qtgirsn
,TOTALENERGIES KISERIAN 1,,1000,2022-05-22 13:23:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_3fafks33
,NAHASON MBWEE,,220,2022-05-29 14:52:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_wtf74jrh
,BARAKA RESCUE HOTEL VIA COOP BANK,,80,2022-05-25 04:29:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_pk70rb3n
,HELENA MWANGI NJUGUNA,,400,2022-04-16 10:48:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_wu369g5d
,VEEW OIL 2,,1500,2022-05-17 05:01:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_p3hm9k4m
,GRAMS DISHES,,80,2022-04-02 09:31:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ore2weie
,M-PESA,,4360,2022-04-06 08:47:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_z9kdgdru
,BARAKA RESCUE HOTEL VIA COOP BANK,,30,2022-03-22 16:01:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_k1bcb3y6
,TOTALENERGIES ONGATA RONGAI,,500,2022-04-14 04:21:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_9wycfsqu
,SHELL ONGATA RONGAI,,500,2022-06-04 12:47:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ulzdi9bs
,ELDAH KERUBO ONDIEKI 1,,300,2022-05-25 11:55:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_7bqk8qyz
,RUJO WINES AND SPIRIT,,220,2022-03-23 15:23:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_0p7naak7
,TASYA MART LTD,,212,2022-03-19 12:33:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_hdfk36os
,GOOGLE PLAYSTORE  GOOGLE PLAY PURCHASE,,26,2022-03-16 01:21:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_6xs22ekl
,WINFRIDA KARIRI MAUTI,,90,2022-03-17 13:56:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_0kh1lhqm
,SUPREME WINES AND SPIRITS,,220,2022-05-20 16:29:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_lynoood1
,SHARBEEZ WINES,,200,2022-05-25 14:34:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_z3w6q0ge
,TASYA MART LTD,,200,2022-03-18 14:50:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ha985mfl
,LUCY NYAMBURA,,20,2022-05-20 15:29:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_jt2rr9t1
,HOPE FARM FRESH GROCERY,,230,2022-04-13 16:52:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_9p5l1x5k
,SKYDRINK WINES AND SPIRITS VIA COOP BANK,,200,2022-03-18 09:08:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_2gmks18k
,CO-OPERATIVE BANK COLLECTION ACCOUNT,,12220,2022-04-11 03:39:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_heiu5lm0
,SKYDRINK WINES AND SPIRITS VIA COOP BANK,,200,2022-03-17 08:57:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_4oo0kvgi
,PAKINS WINES  SPIRITS,,600,2022-04-15 13:18:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_9wkif2g7
,VEEW OIL 2,,700,2022-06-03 04:42:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_8uq0fh75
,ZENKA FINANCE LIMITED C2B,,7150,2022-05-10 07:17:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_dtu5z7ze
,ATLAS WINES AND SPIRIT,,200,2022-03-21 19:12:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_5q0l5ugs
,VEEW OIL 2,,500,2022-03-19 10:51:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_zvt7a9qg
,TASYA MART LTD,,321,2022-03-28 15:30:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_bp8hbn7s
,POSTAL CORPORATION OF KENYA CITY SQUARE  GPW4Z1,,180,2022-03-22 04:28:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_gcvufdre
,VALLEY SPRINGS ENTERPRISES LTD,,200,2022-06-05 13:30:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_bnc29flh
,TASYA MART LTD,,383,2022-03-30 14:25:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_iilcbgd8
,BARAKA RESCUE HOTEL1,,80,2022-04-11 08:41:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_bx20lu7o
,BARAKA RESCUE HOTEL1,,40,2022-05-15 05:49:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_sp8vxea9
,SKYDRINK WINES AND SPIRITS VIA COOP BANK,,200,2022-04-10 08:27:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_at6ib6zs
,TASYA MART LTD,,212,2022-03-25 16:27:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_slpwzikq
,TOTALENERGIES KISERIAN 1,,600,2022-05-31 14:32:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_4gfef10y
,RUJO WINES AND SPIRIT,,220,2022-03-27 15:33:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_n86e85bp
,GLOBAL PROCUREMENT AGENTS LTD,,600,2022-06-03 12:50:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_kv0u1ebk
,SKYDRINK WINES AND SPIRITS VIA COOP BANK,,200,2022-04-14 11:14:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_wnddjowk
,SKYDRINK WINES AND SPIRITS VIA COOP BANK,,200,2022-04-11 08:26:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_qzi1d4ld
,MARY WANGECHI NJERI,,400,2022-06-05 11:40:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_sfdwc2al
,SHEREHEZ WINES SPIRITSORONGAI VIA COOP BANK,,400,2022-05-14 16:15:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_q9lmrtb1
,GOOGLE PLAYSTORE  GOOGLE PLAY PURCHASE,,70,2022-03-31 11:20:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_6up1uall
,BARAKA RESCUE HOTEL VIA COOP BANK,,80,2022-05-17 06:42:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ox35xkc0
,TASYA MART LTD,,357,2022-03-24 10:58:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_hl00cnva
,INFINITY WINES AND SPIRIT,,220,2022-05-25 11:35:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_329ljwlb
,ALTA XISTA,,200,2022-06-01 16:09:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_6izjn3wr
,JACOB MWANIA NDELESI VIA NBK,,15,2022-05-29 08:53:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_wubgbzdf
,VALLEY SPRINGS ENTERPRISES LTD,,50,2022-05-20 11:15:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_3cfqeild
,SILVERLAKE LIQUORS,,220,2022-04-03 11:30:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_wve0wc93
,LESIOLO HILLS ATTRACTIONS 6,,2470,2022-05-22 12:43:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_rj0x62go
,ALTA XISTA,,200,2022-05-31 07:28:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ap34iz6s
,SKYDRINK WINES AND SPIRITS VIA COOP BANK,,200,2022-04-02 13:59:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_7kwfdyqh
,ZENKA FINANCE LIMITED C2B,,5000,2022-04-27 04:58:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_wpk7roo1
,SUPREME WINES AND SPIRITS,,220,2022-05-24 18:43:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_vgz778vs
,ZENKA FINANCE LIMITED C2B,,19550,2022-05-15 03:25:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_c865p4tl
,TASYA MART LTD,,504,2022-04-08 09:20:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_xwr6ss7n
,SUPREME WINES AND SPIRITS,,110,2022-04-17 12:56:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_7ugqetv0
,VEEW OIL 2,,400,2022-03-22 15:26:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_35da633t
,ZENKA FINANCE LIMITED C2B,,5500,2022-05-08 03:23:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_g6r7qq09
,M-PESA,,16350,2022-03-28 04:42:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_wt6rb9bp
,SUPREME WINES AND SPIRITS,,110,2022-06-05 17:13:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_3yrjcg81
,ERIC FRANCIS MUGUNA,,30,2022-04-15 15:42:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ojv61m9y
,HOPE FARM FRESH GROCERY,,205,2022-04-11 16:19:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_tyxmahlz
,SUPREME WINES AND SPIRITS,,110,2022-05-21 16:06:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_xkrpz1om
,BARAKA RESCUE HOTEL VIA COOP BANK,,130,2022-03-17 07:45:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ncroy3o5
,ATLAS WINES AND SPIRIT,,200,2022-03-17 16:31:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_f0wyk0ln
,SHELL ONGATA RONGAI,,2000,2022-04-11 13:18:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_aqycyi0k
,TASYA MART LTD,,277,2022-03-27 09:59:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_3v3f07jc
,RUJO WINES AND SPIRIT,,220,2022-03-17 06:06:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_wz3cqpcy
,ATLAS WINES AND SPIRIT,,200,2022-04-03 15:56:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_oi8zm8vy
,SAMUEL NYINGI,,100,2022-06-03 06:23:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_vamgyfgi
,CLEAN SHELF SUPERMARKETS-ONGATA RONGAI,,664,2022-04-11 06:17:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_jpdzwxq3
,SKYDRINK WINES AND SPIRITS VIA COOP BANK,,200,2022-03-23 12:56:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_aa6keg0t
,BARAKA RESCUE HOTEL1,,160,2022-05-15 05:48:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_totcjzmr
,HOPE FARM FRESH GROCERY,,170,2022-04-03 16:04:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_pzvfh1z9
,KFC RONGAI - DINE IN,,390,2022-06-04 09:16:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_yzc8ifai
,BARAKA RESCUE HOTEL VIA COOP BANK,,80,2022-05-31 05:37:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_82iqpxde
,BARAKA RESCUE HOTEL VIA COOP BANK,,90,2022-05-21 13:51:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_c2mer6to
,PETER CHIZITO YIEMBE,,200,2022-04-17 10:33:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_lmsarv04
,BARAKA RESCUE HOTEL1,,80,2022-03-25 11:18:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_t6qzphez
,BARAKA RESCUE HOTEL VIA COOP BANK,,70,2022-06-05 12:51:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_yutbkygz
,CEPHA WINES AND SPIRITS,,220,2022-03-29 15:57:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_oyqq60xd
,SUPREME WINES AND SPIRITS,,220,2022-06-03 16:20:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_3vx5z0gz
,SUPREME WINES AND SPIRITS,,220,2022-05-31 15:43:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_2wpyljce
,TASYA MART LTD,,650,2022-04-11 11:05:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_nbk68b19
,KIFARU TOURIST RESTAURANT,,100,2022-04-10 08:14:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_asm4jb9r
,ATLAS WINES AND SPIRIT,,200,2022-03-27 09:16:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ykxcgye0
,SAMUEL NYINGI,,50,2022-04-14 05:56:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_z3bq82aj
,ZENKA FINANCE LIMITED C2B,,5000,2022-05-17 18:48:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_rg59n7lg
,SUPREME WINES AND SPIRITS,,220,2022-05-24 16:52:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_xn1dhxcl
,CEPHA WINES AND SPIRITS,,220,2022-04-16 06:51:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_2ejzq2xu
,NAHASON MBWEE,,220,2022-05-31 08:19:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_tbxexnhb
,CO-OPERATIVE BANK COLLECTION ACCOUNT,,12050,2022-05-10 11:37:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_7ht8pq1j
,SHEREHEZ WINES SPIRITSORONGAI VIA COOP BANK,,220,2022-05-24 17:42:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_bxohcxc1
,RUJO WINES AND SPIRIT,,220,2022-03-18 06:29:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_jb110ijq
,PIUS ELIMILIM,,220,2022-03-19 16:18:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_d8gzukh6
,CEPHA WINES AND SPIRITS,,220,2022-04-17 07:13:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_98cyuhqn
,BARAKA RESCUE HOTEL VIA COOP BANK,,80,2022-05-31 10:27:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ito1xow0
,VALLEY SPRINGS ENTERPRISES LTD,,100,2022-06-04 13:05:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_pihofy9w
,RUJO WINES AND SPIRIT,,220,2022-04-08 07:30:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_58fvpm78
,SKYDRINK WINES AND SPIRITS VIA COOP BANK,,550,2022-06-05 11:34:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_7qisiq4v
,RUJO WINES AND SPIRIT,,220,2022-03-25 07:37:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ygypfiru
,PUREBEST WATER,,120,2022-04-08 16:44:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_grvy3tgs
,SHELL ONGATA RONGAI,,700,2022-06-01 15:22:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_fg4b1tgt
,SKYDRINK WINES AND SPIRITS VIA COOP BANK,,1260,2022-05-21 14:00:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ywr389vc
,MAYIM RONGAI 4,,20,2022-04-11 05:44:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_j43bgw81
,INFINITY WINES AND SPIRIT,,220,2022-06-01 15:04:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_b01o5515
,SAFARICOM RETAIL GALLERIA MALL,,50,2022-05-31 06:22:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_a6ga62t8
,VEEW OIL 2,,300,2022-05-21 07:29:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_3wn14q04
,SHELL ONGATA RONGAI,,1000,2022-05-20 14:18:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_1v141rnm
,BARAKA RESCUE HOTEL VIA COOP BANK,,230,2022-03-19 09:03:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_cli3txs2
,SKYDRINK WINES AND SPIRITS VIA COOP BANK,,200,2022-06-01 16:36:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_x7l9bgqp
,GOOGLE PLAYSTORE  GOOGLE PLAY PURCHASE,,44,2022-03-27 02:34:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_v65p714h
,VEEW OIL 2,,800,2022-05-21 05:46:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_tnqm0xfl
,ZENKA FINANCE LIMITED C2B,,18072,2022-05-21 13:39:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_jksz0yl9
,RICHARD GITONGA NJERU VIA NBK,,110,2022-04-02 09:17:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_kz4broay
,ATLAS WINES AND SPIRIT,,200,2022-03-17 17:17:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_7i37p1z5
,SKYDRINK WINES AND SPIRITS VIA COOP BANK,,200,2022-03-22 13:35:00+00,False,,Male,1,60000,ID_BMPPYJ2U,ID_ta7qll1t
