Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
tour_idei1wk8us,CANADA,25-44,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,No,No,0,4,Yes,High Cost
tour_idi12sa6ke,GERMANY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,5,Yes,Higher Cost
tour_idurlozufj,CHINA,25-44,With Spouse,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,No,Yes,Yes,No,4,0,Yes,Lower Cost
tour_idv01ilpcv,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,15,0,Yes,Normal Cost
tour_idb14hdwlp,ZAMBIA,25-44,Alone,0.0,1.0,Business,Business,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost
tour_idp9arm1hh,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0,7,Yes,High Cost
tour_id3f7o4bea,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,15,6,Yes,Higher Cost
tour_idekuacg81,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,0.0,3.0,Business,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idb7y6vxt6,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,7,0,Yes,Normal Cost
tour_idy4m33ey1,ETHIOPIA,25-44,Alone,0.0,1.0,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost
tour_ido78405um,GERMANY,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,No,15,0,Yes,Higher Cost
tour_idm8rxteft,DRC,25-44,With Children,1.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
tour_id0y1wgz08,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
tour_idmmsv50j5,DENMARK,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,6,0,Yes,Higher Cost
tour_idppa3wzx0,BELGIUM,25-44,With Spouse and Children,2.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,6,4,Yes,Higher Cost
tour_idk02cbcnk,ITALY,45-64,With Other Friends/Relatives,1.0,2.0,Leisure and Holidays,Business,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,1,13,Yes,Normal Cost
tour_idcuxddwl3,ROMANIA,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,No,No,10,0,No,High Cost
tour_idl2g7n034,INDIA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,Normal Cost
tour_idgt3ri4gh,CANADA,25-44,With Other Friends/Relatives,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Independent,No,Yes,No,No,Yes,Yes,No,10,2,No,Higher Cost
tour_idsnj6hiqx,ITALY,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,No,No,10,0,Yes,High Cost
tour_idd122gyta,CANADA,45-64,With Other Friends/Relatives,1.0,1.0,Volunteering,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,18,4,No,Normal Cost
tour_id2cp7cboj,UNITED KINGDOM,<18,With Other Friends/Relatives,4.0,3.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,14,No,Normal Cost
tour_id3ebta7bk,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0,7,Yes,Normal Cost
tour_idrxjs5d8g,UGANDA,<18,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,90,0,Yes,Lower Cost
tour_id5wuze56u,ITALY,25-44,With Spouse and Children,3.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,4,10,Yes,Higher Cost
tour_idy1d9wd5s,UGANDA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,No,Lower Cost
tour_idvzbzqq50,BELGIUM,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Yes,Normal Cost
tour_idgmgjyrik,SWIZERLAND,25-44,With Other Friends/Relatives,4.0,2.0,Visiting Friends and Relatives,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,5,3,Yes,Higher Cost
tour_ids9tmdymt,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost
tour_idxi8cxyjk,JAPAN,18-24,,0.0,1.0,Scientific and Academic,Hunting Tourism,Others,Package Tour,No,Yes,Yes,No,Yes,No,No,3,0,Yes,Lower Cost
tour_idb4et6c34,ZAMBIA,25-44,Alone,0.0,1.0,Business,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
tour_idr7pwpk1j,ITALY,18-24,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_idoh2wy0j4,INDIA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,79,0,No,High Cost
tour_idmuse6ii1,FRANCE,18-24,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,0,No,Higher Cost
tour_id7afbj3sp,SWIZERLAND,65+,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,High Cost
tour_id5xfexfxx,CANADA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,16,0,Yes,Higher Cost
tour_idfhwtbour,LESOTHO,25-44,Alone,0.0,1.0,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idrs20vy0d,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,2,20,No,Normal Cost
tour_idlj1rtwxg,AUSTRIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,10,4,Yes,Higher Cost
tour_idmd94mhbk,UNITED STATES OF AMERICA,18-24,Alone,1.0,0.0,Volunteering,Conference Tourism,Others,Independent,No,No,No,No,No,No,No,63,5,Yes,Normal Cost
tour_idm17cf47o,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,4.0,1.0,Scientific and Academic,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,0,No,Higher Cost
tour_idp7d7xq3i,SOUTH AFRICA,65+,Alone,0.0,1.0,Business,Hunting Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Yes,Normal Cost
tour_idbuwb2aj3,FRANCE,45-64,With Children,1.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,9,Yes,Normal Cost
tour_idndp0bcjg,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,3.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Higher Cost
tour_id8nn0ozak,UNITED STATES OF AMERICA,45-64,With Children,2.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Yes,Higher Cost
tour_id9vywn936,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Visiting Friends and Relatives,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,5,2,Yes,Normal Cost
tour_id0sqf8owa,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,8,4,Yes,Normal Cost
tour_idusn195s5,UNITED STATES OF AMERICA,65+,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost
tour_idpu40k2yf,UNITED KINGDOM,65+,Alone,0.0,1.0,Business,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,27,0,No,High Cost
tour_idc6acqbnu,GERMANY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,5,Yes,Higher Cost
tour_id7xjp2i95,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Highest Cost
tour_idoj5dnxzq,NEW ZEALAND,65+,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,10,14,Yes,High Cost
tour_idun8jq81m,POLAND,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,0,Yes,High Cost
tour_idrliv0qdv,LEBANON,18-24,With Other Friends/Relatives,2.0,2.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Yes,High Cost
tour_idh8r798co,SWIZERLAND,25-44,With Spouse and Children,3.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,7,Yes,Higher Cost
tour_id5la6lb2o,GERMANY,45-64,With Spouse,1.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Yes,Low Cost
tour_idmzmd0xzm,UNITED KINGDOM,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,0,No,Higher Cost
tour_ida4fd8e14,UNITED KINGDOM,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,High Cost
tour_iddczxn57s,ZIMBABWE,25-44,Alone,1.0,0.0,Business,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,4,0,Yes,Low Cost
tour_id27g81ib3,SOUTH AFRICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,No,Lower Cost
tour_id5hndfnjx,PAKISTAN,25-44,With Spouse and Children,2.0,1.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,9,No,High Cost
tour_idr3mpfy6o,UNITED KINGDOM,25-44,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,0,No,Normal Cost
tour_idc0u2xk32,SWIZERLAND,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,1,12,No,Normal Cost
tour_ido4u0nlx7,GERMANY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,13,0,Yes,Higher Cost
tour_idzwrdl76c,SOUTH AFRICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,8,No,Higher Cost
tour_idzpqac9t8,CHINA,18-24,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,10,7,Yes,Normal Cost
tour_id5h35cq8s,CHINA,25-44,With Other Friends/Relatives,0.0,2.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,6,0,Yes,High Cost
tour_id1ph71pdb,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,0,6,Yes,Higher Cost
tour_idg4a82pwu,UNITED KINGDOM,18-24,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,7,Yes,High Cost
tour_idm2qzjiig,ITALY,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,7,Yes,Normal Cost
tour_idiw8vhk60,GERMANY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,17,3,Yes,Higher Cost
tour_idryfb5tpb,GERMANY,18-24,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,8,0,Yes,Normal Cost
tour_idtihqnv6e,UNITED KINGDOM,25-44,Alone,0.0,1.0,Meetings and Conference,Mountain Climbing,Others,Independent,No,No,No,No,No,No,No,4,0,No,Low Cost
tour_id32tzsk48,FRANCE,65+,With Other Friends/Relatives,2.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,No,No,No,No,10,0,No,Higher Cost
tour_idvuqf9t70,UNITED KINGDOM,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0,6,Yes,Higher Cost
tour_id5qg5lnmn,ZAMBIA,25-44,With Children,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,0,No,Lower Cost
tour_idfvv3qlog,UNITED KINGDOM,18-24,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Conference Tourism,Tanzania Mission Abroad,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,0,Yes,High Cost
tour_id0qje3wsd,UNITED KINGDOM,25-44,With Spouse and Children,2.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,9,Yes,Normal Cost
tour_idotl4s1kp,NIGERIA,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,No,High Cost
tour_idh5nv8sov,ZAMBIA,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
tour_id8918wz3n,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,Higher Cost
tour_idzo73b5ox,FRANCE,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,0,4,Yes,Normal Cost
tour_idimez6u10,KENYA,18-24,,1.0,0.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,No,Normal Cost
tour_idjjn3bufz,ITALY,25-44,With Spouse and Children,2.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Yes,High Cost
tour_idinxr6djx,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,1,No,Normal Cost
tour_idqm6nrv3j,DENMARK,65+,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Yes,High Cost
tour_idd425kqhi,PHILIPINES,25-44,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
tour_idrjm675a9,CHINA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,3,Yes,High Cost
tour_ida0f5lxrr,UNITED KINGDOM,45-64,With Spouse and Children,4.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,10,5,Yes,Higher Cost
tour_ida77q022m,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Normal Cost
tour_idhrzo2inx,UNITED STATES OF AMERICA,25-44,,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Yes,Normal Cost
tour_idt6trn9n6,SWEDEN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,8,Yes,Normal Cost
tour_idxbv9p5ug,SPAIN,45-64,With Spouse and Children,1.0,4.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,4,Yes,Higher Cost
tour_iddp6iel1t,INDIA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,No,Normal Cost
tour_idr6gbihn9,ITALY,25-44,With Other Friends/Relatives,1.0,2.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,No,Yes,No,No,No,No,0,8,Yes,High Cost
tour_id66t2t5va,FRANCE,65+,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,Yes,0,7,Yes,Higher Cost
tour_idzqr0meno,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,10,No,Low Cost
tour_idljd0g2oo,PORTUGAL,25-44,With Spouse,1.0,1.0,Visiting Friends and Relatives,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,48,0,No,Normal Cost
tour_id115kayzf,UAE,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Low Cost
tour_idjd11amn4,AUSTRALIA,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,3,No,Low Cost
tour_idj6oreo92,UNITED KINGDOM,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,4,No,Higher Cost
tour_idzxkqtjqs,OMAN,45-64,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,4,10,Yes,Higher Cost
tour_id1bx9dgds,ZIMBABWE,25-44,Alone,0.0,1.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost
tour_idqo83qzru,UNITED STATES OF AMERICA,65+,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,18,0,Yes,Highest Cost
tour_id0yrbjj88,BELGIUM,25-44,With Spouse and Children,2.0,2.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,14,Yes,Higher Cost
tour_id8rht0wxn,AUSTRALIA,45-64,Alone,0.0,1.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,36,0,Yes,Normal Cost
tour_idg55xuh4b,FRANCE,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Higher Cost
tour_id2xl0x84k,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,10,4,Yes,High Cost
tour_idex49xszf,AUSTRIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,No,Yes,No,Yes,Yes,No,0,11,Yes,Higher Cost
tour_idn6tgvmo9,GERMANY,45-64,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,5,0,Yes,High Cost
tour_ids01c4ntc,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost
tour_id9iexve8m,ZIMBABWE,45-64,With Spouse,1.0,1.0,Business,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Yes,Low Cost
tour_idsddt53bt,ITALY,18-24,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Yes,Normal Cost
tour_idse61hziy,ZIMBABWE,25-44,With Other Friends/Relatives,0.0,2.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Low Cost
tour_idc1gepzcr,ITALY,25-44,With Spouse and Children,2.0,2.0,Leisure and Holidays,Widlife Tourism,Others,Package Tour,No,Yes,No,Yes,Yes,Yes,Yes,9,9,No,Higher Cost
tour_iddfq834ll,ZAMBIA,25-44,Alone,1.0,0.0,Business,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Lower Cost
tour_ido0379m22,UNITED KINGDOM,18-24,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,High Cost
tour_id4aoirytk,FRANCE,18-24,With Children,1.0,3.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,7,0,No,High Cost
tour_idbf3dc1ys,KENYA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_ido6ylupfi,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Visiting Friends and Relatives,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,8,0,No,Low Cost
tour_idggw27wk8,FRANCE,25-44,With Spouse and Children,3.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,No,No,18,3,Yes,High Cost
tour_id1sd78ren,ITALY,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,6,0,Yes,High Cost
tour_iduy1ckt95,ZAMBIA,25-44,,1.0,0.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,0,Yes,Lower Cost
tour_iduxiea9gv,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_idlpjiurcc,UGANDA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
tour_ido7jtcggr,SWEDEN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,6,No,Normal Cost
tour_idlhoe00o5,UNITED STATES OF AMERICA,65+,With Other Friends/Relatives,3.0,0.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,0,Yes,High Cost
tour_idj8mel5bk,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,21,3,Yes,High Cost
tour_idxarce0hm,SOUTH AFRICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,No,Higher Cost
tour_idjdytappb,GERMANY,45-64,With Spouse and Children,2.0,2.0,Leisure and Holidays,Business,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,No,No,0,14,Yes,Higher Cost
tour_ido44jen1x,ITALY,45-64,,0.0,1.0,Other,Wildlife Tourism,Others,Independent,No,No,No,No,No,No,No,5,0,No,Low Cost
tour_idx1luobsj,UNITED ARAB EMIRATES,25-44,Alone,0.0,1.0,Meetings and Conference,Bird Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Normal Cost
