country,year,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Rwanda,2016,uniqueid_8706,No,Rural,Yes,1,77,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8707,No,Rural,Yes,4,24,Female,Child,Single/Never Married,Tertiary education,Formally employed Government
Rwanda,2016,uniqueid_8708,No,Rural,No,4,26,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_8709,No,Rural,No,7,29,Female,Parent,Single/Never Married,No formal education,Remittance Dependent
Rwanda,2016,uniqueid_8710,No,Rural,No,3,53,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_8711,No,Rural,Yes,3,24,Male,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,uniqueid_8712,No,Rural,Yes,4,27,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_8713,No,Rural,Yes,1,26,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Rwanda,2016,uniqueid_8714,No,Rural,Yes,5,21,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,uniqueid_8716,No,Rural,No,6,40,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_8718,No,Rural,Yes,1,55,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8719,No,Urban,Yes,7,18,Female,Parent,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,uniqueid_8720,No,Urban,Yes,4,41,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,2016,uniqueid_8721,No,Rural,Yes,5,45,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8722,No,Rural,Yes,5,32,Male,Head of Household,Married/Living together,Primary education,Other Income
Rwanda,2016,uniqueid_8723,No,Rural,No,3,81,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_8724,No,Rural,Yes,2,61,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8725,No,Rural,Yes,5,41,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8726,No,Urban,Yes,1,48,Female,Head of Household,Widowed,Primary education,Other Income
Rwanda,2016,uniqueid_8727,No,Rural,Yes,3,37,Female,Child,Divorced/Seperated,Primary education,Other Income
Rwanda,2016,uniqueid_8728,No,Rural,Yes,6,45,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_8729,No,Rural,Yes,8,18,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,uniqueid_8730,No,Rural,Yes,4,42,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_8731,No,Rural,Yes,2,64,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8732,No,Rural,No,4,29,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_8733,No,Rural,Yes,4,18,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8734,No,Rural,Yes,7,53,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_8735,No,Rural,Yes,6,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8736,No,Rural,Yes,7,42,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_8737,No,Rural,Yes,3,74,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_8738,No,Rural,Yes,4,55,Female,Head of Household,Widowed,No formal education,Informally employed
Rwanda,2016,uniqueid_8740,No,Rural,Yes,1,42,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Rwanda,2016,uniqueid_8741,No,Rural,No,6,28,Male,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_8743,No,Rural,Yes,2,56,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8744,No,Rural,No,4,32,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_8745,No,Rural,Yes,2,39,Female,Head of Household,Married/Living together,Primary education,Other Income
Rwanda,2016,uniqueid_8747,No,Rural,Yes,2,19,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,uniqueid_8748,No,Rural,Yes,5,27,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8749,No,Rural,Yes,5,41,Male,Head of Household,Widowed,Secondary education,Farming and Fishing
Rwanda,2016,uniqueid_8750,No,Rural,Yes,3,62,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8751,No,Rural,Yes,5,39,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8752,No,Rural,Yes,6,38,Male,Head of Household,Married/Living together,Secondary education,Self employed
Rwanda,2016,uniqueid_8753,No,Rural,No,8,33,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_8754,No,Rural,Yes,3,51,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Rwanda,2016,uniqueid_8755,No,Rural,Yes,5,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8756,No,Rural,No,6,49,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
Rwanda,2016,uniqueid_8757,No,Rural,Yes,6,42,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_8758,No,Rural,Yes,6,65,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_8759,No,Rural,Yes,6,31,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Tanzania,2017,uniqueid_1,No,Rural,Yes,6,22,Female,Child,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,uniqueid_2,No,Urban,No,2,100,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3,No,Urban,Yes,3,19,Female,Head of Household,Widowed,No formal education,No Income
Tanzania,2017,uniqueid_4,No,Urban,No,4,21,Female,Parent,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_5,Yes,Urban,Yes,5,24,Female,Parent,Divorced/Seperated,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_6,No,Urban,Yes,2,21,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_7,No,Rural,Yes,3,42,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_8,No,Urban,No,1,31,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_9,No,Rural,No,1,59,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_10,No,Urban,No,2,65,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_11,No,Urban,Yes,2,30,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_12,No,Rural,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_13,No,Urban,No,2,22,Female,Spouse,Single/Never Married,Secondary education,No Income
Tanzania,2017,uniqueid_14,No,Urban,Yes,2,43,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_15,No,Urban,Yes,4,34,Male,Child,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_16,No,Urban,No,5,17,Female,Other relative,Divorced/Seperated,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_17,No,Urban,No,1,38,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_18,No,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_19,No,Urban,No,2,60,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_20,No,Urban,No,3,18,Female,Parent,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_21,No,Rural,Yes,1,26,Male,Head of Household,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_22,No,Urban,Yes,3,21,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_23,No,Urban,No,1,33,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Tanzania,2017,uniqueid_24,No,Urban,Yes,3,21,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_25,No,Rural,Yes,5,55,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_26,No,Urban,No,2,35,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_27,No,Rural,Yes,2,51,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_28,No,Urban,Yes,3,43,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_29,No,Urban,Yes,3,51,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_30,No,Urban,Yes,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_31,No,Urban,No,2,20,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_32,No,Urban,Yes,4,44,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_33,No,Urban,Yes,1,25,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_34,No,Urban,Yes,2,41,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_35,No,Urban,Yes,1,43,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_36,No,Urban,Yes,3,20,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_37,No,Urban,No,2,27,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_38,No,Urban,Yes,5,31,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_39,Yes,Rural,Yes,1,28,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed
Tanzania,2017,uniqueid_40,Yes,Urban,Yes,4,63,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_41,No,Urban,Yes,1,40,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_42,No,Urban,Yes,2,34,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_43,No,Urban,Yes,3,31,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_44,No,Urban,No,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_45,No,Urban,Yes,5,74,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_46,No,Rural,No,1,75,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_47,No,Urban,Yes,2,33,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_48,No,Rural,Yes,2,25,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_49,No,Urban,No,1,75,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_50,No,Rural,Yes,1,24,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_51,No,Urban,Yes,3,16,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_52,No,Rural,Yes,5,41,Female,Spouse,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_53,No,Urban,Yes,2,20,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_54,No,Urban,Yes,2,73,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_55,No,Urban,No,2,55,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_56,Yes,Urban,Yes,1,42,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_57,No,Urban,No,2,40,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_58,No,Rural,Yes,2,21,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_59,No,Urban,No,2,47,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_60,No,Urban,No,2,72,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_61,No,Urban,Yes,1,65,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_62,No,Urban,No,2,30,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_63,No,Rural,Yes,1,31,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_64,No,Urban,No,2,49,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_65,No,Urban,No,1,75,Male,Head of Household,Widowed,No formal education,Government Dependent
Tanzania,2017,uniqueid_66,No,Rural,No,2,30,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_67,No,Rural,Yes,2,27,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_68,No,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_69,No,Urban,No,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_70,No,Urban,Yes,4,42,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_71,No,Urban,No,2,33,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_72,No,Urban,Yes,2,18,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_73,Yes,Rural,Yes,2,44,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_74,No,Urban,No,2,37,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_75,Yes,Urban,Yes,2,36,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_76,No,Urban,No,2,23,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_77,No,Urban,Yes,2,39,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_78,No,Urban,Yes,1,20,Female,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_79,No,Urban,No,2,25,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_80,No,Rural,No,2,18,Male,Child,Divorced/Seperated,Secondary education,Informally employed
Tanzania,2017,uniqueid_81,No,Rural,Yes,2,29,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_82,No,Urban,No,2,31,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_83,No,Urban,Yes,4,33,Male,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_84,No,Urban,No,2,21,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_85,No,Rural,Yes,1,42,Female,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_86,No,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_87,No,Urban,Yes,2,45,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_88,No,Urban,No,2,36,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_89,No,Urban,No,6,17,Female,Child,Divorced/Seperated,No formal education,Informally employed
Tanzania,2017,uniqueid_90,No,Urban,Yes,2,69,Male,Head of Household,Widowed,Other/Dont know/RTA,Informally employed
Tanzania,2017,uniqueid_91,No,Urban,Yes,5,40,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_92,No,Urban,Yes,3,25,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_93,No,Urban,Yes,3,57,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_94,Yes,Urban,Yes,2,28,Female,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_95,No,Urban,No,3,58,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_96,No,Rural,Yes,3,20,Female,Parent,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_97,No,Urban,Yes,2,33,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_98,Yes,Rural,Yes,2,60,Male,Head of Household,Single/Never Married,No formal education,Formally employed Private
Tanzania,2017,uniqueid_99,No,Rural,Yes,2,24,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_100,No,Rural,Yes,2,29,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_101,No,Urban,Yes,2,26,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_102,No,Urban,No,1,34,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_103,No,Urban,Yes,1,45,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_104,No,Rural,No,1,43,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_105,No,Urban,Yes,3,28,Male,Child,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_106,No,Urban,Yes,2,25,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_107,No,Urban,Yes,3,43,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_108,No,Rural,Yes,2,21,Female,Parent,Divorced/Seperated,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_109,No,Urban,Yes,1,64,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Tanzania,2017,uniqueid_110,Yes,Rural,Yes,2,31,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_111,No,Urban,No,2,45,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_112,No,Rural,No,1,40,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_113,No,Urban,No,2,19,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_114,Yes,Urban,Yes,1,29,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_115,No,Rural,Yes,2,27,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_116,No,Urban,No,2,28,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_117,No,Urban,Yes,5,48,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_118,Yes,Urban,Yes,1,38,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_119,No,Urban,No,2,20,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_120,No,Urban,No,3,29,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_121,No,Urban,No,3,19,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_122,No,Urban,No,2,36,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_123,No,Urban,Yes,2,51,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_124,No,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_125,No,Urban,Yes,2,49,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_126,No,Rural,Yes,2,33,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_127,No,Urban,No,6,27,Female,Parent,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_128,No,Urban,Yes,2,43,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_129,No,Urban,No,4,50,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_130,No,Urban,Yes,2,24,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_131,No,Urban,Yes,3,38,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_132,No,Urban,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_133,No,Rural,Yes,3,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_134,No,Urban,Yes,4,58,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_135,No,Urban,No,2,24,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_136,No,Urban,Yes,2,25,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_137,No,Urban,No,2,51,Male,Head of Household,Married/Living together,No formal education,Informally employed
Tanzania,2017,uniqueid_138,No,Rural,Yes,2,23,Female,Spouse,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_139,No,Rural,Yes,4,19,Female,Parent,Divorced/Seperated,Primary education,Formally employed Private
Tanzania,2017,uniqueid_140,No,Urban,No,1,30,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_141,No,Urban,No,2,43,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_142,No,Rural,No,2,25,Female,Spouse,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_143,Yes,Urban,Yes,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_144,No,Urban,Yes,2,37,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_145,No,Urban,Yes,2,29,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_146,No,Urban,Yes,2,61,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_147,Yes,Rural,Yes,5,32,Female,Parent,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_148,Yes,Rural,Yes,1,39,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_149,No,Urban,Yes,1,74,Male,Head of Household,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_150,No,Rural,Yes,4,48,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_151,No,Urban,Yes,2,20,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_152,No,Urban,Yes,2,51,Female,Head of Household,Widowed,Primary education,Government Dependent
Tanzania,2017,uniqueid_153,No,Urban,No,3,60,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_154,No,Urban,No,2,27,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_155,No,Rural,Yes,2,29,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_156,No,Urban,No,5,58,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_157,No,Rural,No,1,50,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_158,Yes,Rural,Yes,5,52,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Tanzania,2017,uniqueid_159,No,Urban,No,2,75,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_160,Yes,Rural,Yes,4,19,Female,Parent,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,uniqueid_161,No,Urban,Yes,1,25,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_162,No,Rural,Yes,2,28,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_163,No,Urban,No,2,75,Male,Head of Household,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_164,No,Rural,Yes,2,26,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_165,No,Urban,No,3,86,Female,Child,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_166,No,Urban,No,1,23,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_167,No,Rural,Yes,4,19,Female,Other relative,Divorced/Seperated,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_168,No,Rural,Yes,2,19,Female,Spouse,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_169,No,Urban,No,1,70,Male,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_170,No,Rural,Yes,2,23,Female,Spouse,Single/Never Married,Tertiary education,No Income
Tanzania,2017,uniqueid_171,No,Urban,Yes,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_172,No,Rural,Yes,2,23,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_173,No,Urban,Yes,2,37,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_174,No,Urban,No,3,53,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_175,No,Urban,Yes,3,50,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_176,No,Urban,Yes,2,25,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_177,No,Urban,No,2,37,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_178,No,Urban,No,4,18,Female,Parent,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_179,No,Urban,Yes,1,36,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_180,No,Urban,No,2,60,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_181,No,Rural,Yes,2,34,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_182,No,Urban,No,2,25,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_183,No,Urban,Yes,3,37,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_184,No,Urban,No,2,80,Male,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_185,No,Rural,Yes,3,27,Female,Other non-relatives,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_186,No,Urban,No,2,78,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_187,No,Urban,Yes,2,43,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_188,No,Urban,Yes,2,28,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_189,No,Urban,No,1,60,Female,Head of Household,Widowed,No formal education,Informally employed
Tanzania,2017,uniqueid_190,No,Urban,Yes,2,25,Female,Spouse,Single/Never Married,Tertiary education,Self employed
